Song Name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gon Be Alright,0.7070000000000001,0.276,9,-9.037,1,0.0778,0.00155,0.813,0.6779999999999999,0.637,82.029,93510,4
Sakura Trees,0.643,0.56,0,-7.295,1,0.0354,0.204,0.19699999999999998,0.0908,0.521,79.986,99997,4
Clarity,0.41,0.332,6,-12.607000000000001,0,0.248,0.943,0.946,0.10099999999999999,0.145,119.27799999999999,139839,4
Soul,0.669,0.371,2,-16.347,0,0.059000000000000004,0.34700000000000003,0.499,0.113,0.795,82.991,121709,4
4 U,0.58,0.436,5,-12.085,0,0.34600000000000003,0.76,0.706,0.134,0.38,83.494,137292,4
"Salute, Let's Progress",0.7240000000000001,0.33399999999999996,4,-14.324000000000002,0,0.0344,0.917,0.528,0.11699999999999999,0.506,75.01899999999999,107200,3
Mirror Universe,0.6459999999999999,0.514,6,-7.273,0,0.0753,0.18100000000000002,0.8490000000000001,0.12,0.687,75.07600000000001,156049,4
Edith,0.5539999999999999,0.368,10,-9.96,0,0.051,0.308,0.775,0.128,0.289,79.986,136123,4
"Alive, Again",0.6859999999999999,0.455,1,-11.014000000000001,1,0.0344,0.752,0.746,0.102,0.721,81.038,118519,4
But U,0.718,0.301,1,-12.280999999999999,0,0.141,0.311,0.8190000000000001,0.0932,0.821,83.98899999999999,162897,4
Tennis,0.625,0.434,6,-12.640999999999998,1,0.0524,0.778,0.698,0.243,0.266,160.032,150628,4
Faces,0.8079999999999999,0.177,10,-12.177,1,0.0458,0.44799999999999995,0.929,0.0868,0.363,84.015,171429,4
Peaceful Times,0.516,0.125,9,-17.987000000000002,1,0.0391,0.512,0.0407,0.0947,0.15,140.061,109714,4
So Good,0.871,0.257,9,-16.537,0,0.308,0.779,0.855,0.0756,0.833,156.017,123077,4
Lumière,0.8059999999999999,0.282,6,-20.615,1,0.155,0.12,0.9390000000000001,0.115,0.629,112.499,140800,3
Mojito for Breakfast,0.7020000000000001,0.212,2,-18.854,1,0.0585,0.95,0.855,0.0736,0.276,86.11,136744,4
Two More Nights,0.809,0.38,6,-9.927,1,0.304,0.608,0.39,0.109,0.253,151.96,129620,4
No Clue,0.617,0.396,5,-6.7379999999999995,0,0.0292,0.597,0.502,0.109,0.565,82.95299999999999,113494,4
Fade Away,0.856,0.369,8,-9.703,0,0.0646,0.7390000000000001,0.794,0.203,0.353,89.98200000000001,113333,4
heartbreak,0.534,0.22399999999999998,1,-17.736,0,0.14300000000000002,0.9279999999999999,0.0635,0.102,0.0659,112.615,99487,4
Ice Cream Sundae,0.34,0.569,7,-7.4110000000000005,1,0.0461,0.922,0.861,0.341,0.11800000000000001,81.137,138333,4
She Loves Me Not,0.6679999999999999,0.424,2,-10.572000000000001,1,0.325,0.731,0.000834,0.11,0.55,80.55,134376,4
Caliber,0.754,0.281,2,-9.757,1,0.11199999999999999,0.575,0.752,0.124,0.5329999999999999,85.191,130588,4
Take Your Time,0.764,0.27,9,-12.94,0,0.0513,0.547,0.897,0.0787,0.315,85.014,187851,4
Flageolett,0.691,0.336,2,-10.322000000000001,0,0.0731,0.0871,0.934,0.1,0.493,82.09899999999999,122927,4
inside all day,0.738,0.451,6,-16.402,1,0.0406,0.311,0.7859999999999999,0.11,0.187,95.006,93474,4
Akindstream,0.8490000000000001,0.606,1,-8.088,1,0.179,0.419,0.838,0.0996,0.295,103.074,140968,5
Izakaya,0.529,0.449,4,-10.198,0,0.221,0.518,0.8809999999999999,0.136,0.381,84.77600000000001,184927,4
You Do What You Have to Do,0.753,0.5720000000000001,11,-7.943,0,0.171,0.336,0.28600000000000003,0.268,0.748,79.993,218438,4
Maple Syrup,0.623,0.67,8,-5.1579999999999995,0,0.0308,0.139,0.507,0.182,0.703,73.503,104000,4
Maybe Another Day,0.521,0.377,11,-15.769,1,0.0426,0.0365,0.14400000000000002,0.35200000000000004,0.19,77.98899999999999,160000,4
City Lights,0.725,0.33899999999999997,8,-11.75,0,0.20199999999999999,0.466,0.7859999999999999,0.11900000000000001,0.18899999999999997,85.001,135559,4
After Hours,0.777,0.716,9,-6.709,1,0.109,0.45899999999999996,0.00023799999999999998,0.385,0.5870000000000001,89.992,168500,4
Lotus,0.677,0.29600000000000004,10,-11.812000000000001,1,0.087,0.6920000000000001,0.858,0.102,0.13699999999999998,176.06900000000002,144828,4
stay with me,0.389,0.34600000000000003,1,-17.726,1,0.114,0.652,0.179,0.111,0.243,78.15,163077,4
Sunny Vibes,0.746,0.502,10,-6.568,0,0.0504,0.0225,0.868,0.10300000000000001,0.498,89.99,216642,4
Time Machine,0.654,0.55,7,-8.749,1,0.0719,0.53,0.836,0.209,0.6559999999999999,141.82,112058,4
Elevator,0.5820000000000001,0.499,5,-9.408999999999999,1,0.0936,0.41200000000000003,0.956,0.135,0.8740000000000001,75.321,81587,4
Empty Nights,0.7290000000000001,0.41700000000000004,6,-7.733,0,0.25,0.322,0.885,0.109,0.157,170.035,113051,4
Forever,0.32299999999999995,0.565,0,-9.333,0,0.0782,0.9059999999999999,0.5710000000000001,0.182,0.61,125.412,81899,4
After Midnight,0.706,0.455,5,-13.890999999999998,0,0.0364,0.602,0.425,0.109,0.22899999999999998,120.01899999999999,112016,4
Nautilus,0.659,0.126,5,-13.642999999999999,1,0.18899999999999997,0.5870000000000001,6.330000000000001e-05,0.0659,0.597,77.967,111530,4
Baplyfe,0.705,0.55,4,-10.082,0,0.0419,0.611,0.92,0.111,0.0805,87.99,174545,4
River Day,0.731,0.0958,8,-17.795,1,0.16699999999999998,0.821,0.912,0.106,0.366,79.979,150029,3
Magicsmooth,0.698,0.213,6,-17.541,0,0.0497,0.7070000000000001,0.895,0.0959,0.726,150.072,105608,4
Time,0.6759999999999999,0.287,0,-14.277000000000001,1,0.11599999999999999,0.446,0.85,0.0962,0.8640000000000001,176.06599999999997,141818,4
One of These Mornings,0.419,0.303,11,-18.027,0,0.345,0.381,0.937,0.141,0.38299999999999995,92.321,78474,1
Tinned Tomaters,0.867,0.376,10,-9.386000000000001,0,0.27899999999999997,0.271,0.69,0.0618,0.7340000000000001,90.081,110000,4
Waterfall,0.644,0.425,7,-8.185,1,0.0362,0.951,0.9309999999999999,0.141,0.268,75.015,115200,4
Hibiscus,0.848,0.322,6,-11.675999999999998,1,0.044000000000000004,0.413,0.7929999999999999,0.111,0.272,129.982,148584,4
Geta,0.732,0.207,11,-15.92,1,0.217,0.8140000000000001,0.345,0.115,0.465,136.083,113480,3
The Best Moment,0.44799999999999995,0.466,3,-10.93,1,0.255,0.76,0.10800000000000001,0.0955,0.563,162.688,82963,4
Bubble.,0.7979999999999999,0.27699999999999997,7,-10.453,1,0.172,0.38799999999999996,0.8240000000000001,0.114,0.8270000000000001,79.03699999999999,109367,4
Toys,0.5,0.34600000000000003,3,-12.418,0,0.226,0.972,0.168,0.10800000000000001,0.342,79.571,87048,4
"I Love Bass, Not 808",0.596,0.0778,8,-13.517999999999999,0,0.366,0.331,0.79,0.095,0.48700000000000004,160.243,99016,4
Yedoensis,0.609,0.306,2,-11.408,1,0.0586,0.915,0.698,0.619,0.203,83.022,163374,4
Bloom,0.642,0.125,0,-16.834,1,0.0476,0.9309999999999999,0.909,0.109,0.084,84.02600000000001,194286,4
In Life,0.715,0.257,9,-10.257,0,0.0822,0.584,0.809,0.6409999999999999,0.597,81.988,108293,4
Pebble Beach,0.7070000000000001,0.384,1,-16.862000000000002,0,0.0839,0.7040000000000001,0.872,0.111,0.574,137.045,128554,5
So Fine,0.6890000000000001,0.37799999999999995,1,-12.075999999999999,1,0.0551,0.33299999999999996,0.785,0.136,0.7190000000000001,150.156,123200,4
Fresh Start,0.777,0.44299999999999995,1,-11.37,0,0.127,0.395,0.917,0.0942,0.92,160.004,152886,4
Fly Away,0.674,0.5479999999999999,1,-8.667,0,0.0643,0.17300000000000001,0.6559999999999999,0.5670000000000001,0.44,89.994,188764,4
Golden Alley,0.574,0.44799999999999995,4,-9.529,0,0.0616,0.376,0.948,0.10400000000000001,0.152,82.05,162439,4
Gloom,0.8859999999999999,0.3,9,-13.239,0,0.365,0.875,0.535,0.127,0.37,146.167,122671,4
Frost,0.65,0.131,8,-11.763,1,0.0492,0.212,0.865,0.11599999999999999,0.34299999999999997,148.067,103367,4
Earth,0.78,0.336,7,-13.902000000000001,0,0.17300000000000001,0.7140000000000001,0.44799999999999995,0.128,0.94,140.118,99455,4
Homesick,0.809,0.475,0,-5.382000000000001,1,0.0308,0.218,0.8,0.13,0.758,97.97200000000001,194813,4
Café,0.8009999999999999,0.626,8,-5.807,0,0.0674,0.377,0.8109999999999999,0.153,0.27699999999999997,82.02600000000001,238980,4
Jalousement caché,0.807,0.406,11,-10.187000000000001,0,0.127,0.659,0.0015400000000000001,0.153,0.4,139.997,170000,3
Work,0.542,0.379,8,-13.042,1,0.10800000000000001,0.841,0.0269,0.149,0.782,139.952,90446,4
Elevators,0.821,0.45299999999999996,11,-6.899,1,0.0308,0.604,0.902,0.221,0.7170000000000001,91.14,132375,4
East Healey Street,0.7190000000000001,0.418,2,-13.883,0,0.0642,0.8809999999999999,0.935,0.115,0.321,87.699,163636,4
Down,0.505,0.39299999999999996,6,-13.194,0,0.10400000000000001,0.805,0.919,0.09300000000000001,0.634,160.128,155062,4
Champagne Cola,0.667,0.47100000000000003,7,-9.991,0,0.142,0.828,0.07,0.12300000000000001,0.431,84.898,146881,4
The Harbor,0.861,0.151,2,-15.5,1,0.0696,0.818,0.866,0.0503,0.57,106.406,180451,4
A Whole Bag of Cashews,0.6990000000000001,0.179,11,-17.107,0,0.361,0.978,0.919,0.091,0.748,75.01100000000001,83200,3
Don't Be Shy - Instrumental,0.64,0.204,0,-11.071,0,0.14,0.475,0.866,0.10300000000000001,0.17800000000000002,87.01799999999999,182853,4
A Cat's Lullaby,0.47200000000000003,0.146,2,-9.187999999999999,1,0.10300000000000001,0.75,0.857,0.205,0.27,166.352,145515,4
One,0.653,0.0619,6,-26.168000000000003,0,0.0462,0.9009999999999999,0.46,0.10300000000000001,0.124,84.0,91451,4
Amore,0.633,0.341,8,-12.857000000000001,1,0.18,0.752,0.858,0.0966,0.309,84.935,138353,4
Umbrellas,0.677,0.35100000000000003,4,-13.184000000000001,1,0.0521,0.603,0.7959999999999999,0.159,0.396,75.0,155200,4
"Trust, Believe",0.7879999999999999,0.495,2,-9.722000000000001,0,0.0923,0.0688,0.784,0.081,0.691,90.024,259243,4
Sweev,0.813,0.23800000000000002,9,-18.114,0,0.0532,0.461,0.888,0.07400000000000001,0.624,107.98700000000001,138202,4
Still There,0.5920000000000001,0.326,0,-12.669,1,0.0288,0.257,0.584,0.0812,0.191,143.999,133333,4
Always Home,0.768,0.20600000000000002,11,-16.264,1,0.0977,0.293,0.7759999999999999,0.115,0.18100000000000002,79.862,182531,4
Amble,0.597,0.419,11,-15.827,1,0.387,0.8740000000000001,0.9059999999999999,0.10400000000000001,0.517,159.812,72000,4
Why Im Here,0.541,0.5760000000000001,9,-6.752999999999999,0,0.10099999999999999,0.9,0.91,0.141,0.875,84.177,67284,1
Can't Get Enough,0.81,0.39,10,-13.552,0,0.0702,0.405,0.813,0.10099999999999999,0.262,114.07700000000001,126297,4
Metro,0.879,0.313,6,-13.169,0,0.0755,0.682,0.82,0.301,0.836,93.976,93250,4
Appreciate,0.627,0.456,2,-13.205,1,0.0455,0.6729999999999999,0.509,0.0915,0.552,70.02600000000001,96000,4
Geometry,0.539,0.478,1,-7.336,1,0.0557,0.42,0.527,0.14300000000000002,0.43200000000000005,173.083,147692,4
Summer Memories,0.615,0.336,9,-13.05,0,0.0349,0.9490000000000001,0.9009999999999999,0.10800000000000001,0.336,82.044,128781,4
Midnight,0.564,0.546,9,-12.210999999999999,0,0.159,0.882,0.9209999999999999,0.10099999999999999,0.7240000000000001,78.755,86706,4
Dreamy Sky,0.659,0.44,10,-7.33,0,0.0362,0.794,0.249,0.121,0.161,75.738,89361,4
Sketches,0.638,0.21600000000000003,1,-11.604000000000001,0,0.254,0.0745,0.9179999999999999,0.0939,0.33,82.995,117701,4
Edo Noir,0.623,0.187,9,-19.35,0,0.0414,0.841,0.889,0.11,0.113,81.954,212195,4
She's Beautiful,0.858,0.39,5,-16.215,0,0.436,0.11800000000000001,0.8240000000000001,0.0655,0.81,160.026,264728,4
Spring Ferry Ride,0.682,0.27399999999999997,4,-17.4,1,0.0562,0.433,0.10400000000000001,0.14800000000000002,0.29100000000000004,130.05200000000002,138462,4
Space Cadet,0.765,0.22699999999999998,0,-13.01,1,0.0399,0.915,0.782,0.1,0.139,116.066,148966,4
I Was in Love a Long Time Ago,0.8009999999999999,0.335,1,-13.439,1,0.28,0.0136,0.7240000000000001,0.27,0.534,171.872,200000,4
Random,0.706,0.22,11,-9.583,0,0.505,0.932,0.8009999999999999,0.273,0.922,80.10300000000001,158999,4
Hazy Lites,0.77,0.282,5,-12.122,0,0.198,0.8690000000000001,0.8079999999999999,0.106,0.789,85.054,104989,4
Tigermelon,0.809,0.9059999999999999,11,-11.318,0,0.0766,0.22699999999999998,0.9570000000000001,0.0858,0.91,168.00900000000001,133214,4
Fly Away,0.596,0.166,11,-11.700999999999999,1,0.299,0.217,0.7290000000000001,0.114,0.27699999999999997,69.997,144054,4
Best Part of Me,0.605,0.268,7,-17.977999999999998,1,0.218,0.907,0.5329999999999999,0.128,0.35100000000000003,87.91,115227,4
Arnottia,0.688,0.336,6,-13.83,1,0.0442,0.75,0.887,0.124,0.11800000000000001,81.058,142250,4
Neck of the Woods,0.718,0.192,9,-21.008000000000003,0,0.0768,0.7979999999999999,0.68,0.0804,0.46299999999999997,84.993,135529,4
Horizons,0.72,0.5660000000000001,0,-14.284,1,0.0865,0.0398,0.8540000000000001,0.0867,0.47100000000000003,90.02799999999999,192082,4
Molly,0.573,0.402,6,-11.39,1,0.31,0.9109999999999999,0.888,0.149,0.381,84.848,90852,4
Isn't It Lovely,0.773,0.373,4,-13.523,0,0.32,0.609,0.0668,0.10099999999999999,0.589,91.958,156529,4
Infinite Beauty,0.569,0.532,3,-6.934,0,0.0649,0.237,0.29,0.122,0.45399999999999996,80.008,217203,4
Sweet Berries,0.731,0.252,10,-7.704,0,0.0442,0.0408,0.787,0.10300000000000001,0.47100000000000003,89.00299999999999,167191,4
Bottoms,0.7240000000000001,0.54,6,-6.932,0,0.252,0.325,0.22899999999999998,0.127,0.292,90.014,152033,4
With Your Heart,0.636,0.402,7,-14.679,0,0.0552,0.11599999999999999,0.861,0.161,0.446,180.115,252660,4
Sun Underwater,0.604,0.361,6,-9.856,0,0.371,0.535,0.013000000000000001,0.17800000000000002,0.349,80.043,198211,4
Wake Up,0.7559999999999999,0.294,1,-13.79,1,0.168,0.48700000000000004,0.16699999999999998,0.32,0.369,154.196,140260,4
Hope,0.49700000000000005,0.529,10,-8.54,0,0.11900000000000001,0.433,0.937,0.11599999999999999,0.309,88.789,102000,4
Eventide,0.7290000000000001,0.562,0,-7.16,1,0.038,0.10800000000000001,0.585,0.11199999999999999,0.261,90.027,184000,4
Sand Dune Silhouette,0.616,0.525,5,-7.526,0,0.0503,0.153,0.937,0.27699999999999997,0.7190000000000001,80.014,165000,4
Luciérnaga,0.732,0.35600000000000004,9,-10.700999999999999,0,0.0593,0.225,0.7709999999999999,0.10400000000000001,0.6679999999999999,85.10700000000001,171178,4
Yes,0.866,0.237,10,-7.697,1,0.0752,0.645,0.81,0.0831,0.342,92.99700000000001,129071,4
Alone by Your Side,0.562,0.136,7,-12.037,1,0.40299999999999997,0.879,0.934,0.14,0.177,156.362,85125,4
The Dawn,0.5720000000000001,0.161,0,-9.722999999999999,0,0.0454,0.414,0.929,0.10800000000000001,0.249,148.64700000000002,140488,1
Giving Me,0.5760000000000001,0.33899999999999997,0,-6.034,1,0.251,0.9109999999999999,0.00355,0.252,0.703,73.877,92973,4
Lazy Mood,0.725,0.369,5,-6.135,0,0.0958,0.256,0.826,0.139,0.516,93.494,186000,4
Be Kind,0.758,0.34700000000000003,0,-9.537,0,0.0826,0.611,0.762,0.14800000000000002,0.7120000000000001,82.999,92530,4
Out for Good,0.49200000000000005,0.141,2,-12.378,0,0.156,0.693,0.7859999999999999,0.138,0.647,78.223,126000,4
Melt,0.8079999999999999,0.11900000000000001,0,-9.286,0,0.0583,0.0354,0.8029999999999999,0.0944,0.461,82.027,105366,4
Dy Vertigo,0.6609999999999999,0.222,5,-15.422,1,0.303,0.621,0.865,0.114,0.446,159.93200000000002,100156,4
Travel Fever,0.764,0.2,1,-9.072000000000001,0,0.23199999999999998,0.67,0.0342,0.272,0.5329999999999999,143.989,95000,4
Elle,0.452,0.507,10,-6.396,0,0.0983,0.7020000000000001,0.7709999999999999,0.292,0.535,177.83599999999998,153708,4
Fluorescent,0.535,0.142,5,-13.033,0,0.284,0.698,0.633,0.307,0.603,72.502,96062,4
Alone in the Rain,0.608,0.131,4,-21.226,0,0.0447,0.9179999999999999,0.93,0.145,0.0745,100.04299999999999,148800,4
Old treasure,0.794,0.565,7,-5.452000000000001,1,0.036000000000000004,0.147,0.513,0.11900000000000001,0.419,93.012,207749,4
Rinse & Repeat,0.474,0.308,7,-15.007,0,0.342,0.446,0.885,0.126,0.701,154.47,103704,4
Blossom,0.6990000000000001,0.19399999999999998,7,-10.575,0,0.0586,0.9590000000000001,0.7490000000000001,0.071,0.28300000000000003,85.053,144000,4
Loveletters,0.616,0.163,10,-14.220999999999998,1,0.0863,0.927,0.636,0.13,0.46299999999999997,67.532,105477,4
Withy Nights,0.688,0.18100000000000002,11,-13.267000000000001,1,0.0934,0.745,0.7020000000000001,0.11199999999999999,0.715,75.041,131200,3
Monsieur Loyal,0.74,0.47700000000000004,10,-9.981,1,0.0576,0.18100000000000002,8.04e-06,0.0782,0.141,104.99600000000001,147500,4
Rummikub,0.764,0.386,11,-13.17,1,0.0517,0.0273,0.69,0.0986,0.706,144.053,123687,4
Sadi,0.7,0.439,4,-10.610999999999999,1,0.0413,0.715,0.652,0.0925,0.466,155.997,223077,4
End Credits,0.612,0.495,2,-7.002999999999999,1,0.12,0.0543,0.185,0.27399999999999997,0.35100000000000003,84.927,172278,4
Sunrise,0.78,0.40399999999999997,0,-11.689,1,0.158,0.8140000000000001,0.887,0.163,0.789,89.977,170736,4
On My Mind,0.541,0.27699999999999997,10,-10.522,0,0.0324,0.8690000000000001,0.00923,0.722,0.655,168.295,153557,4
Along the Way,0.8270000000000001,0.5539999999999999,10,-9.715,1,0.0926,0.5539999999999999,0.894,0.11699999999999999,0.889,81.929,152267,4
Dusk,0.737,0.301,5,-10.633,1,0.10800000000000001,0.23600000000000002,0.894,0.124,0.511,81.99799999999999,129010,4
Nightingale,0.782,0.18899999999999997,7,-8.67,1,0.158,0.768,0.956,0.0953,0.36,84.12100000000001,137143,4
A Feeling,0.6940000000000001,0.573,7,-8.443,0,0.174,0.24,0.305,0.079,0.6920000000000001,75.01,161600,4
Dreamscape,0.688,0.221,9,-10.602,0,0.252,0.9420000000000001,0.9009999999999999,0.0847,0.431,78.02199999999999,105385,4
Corcovado Nights,0.6940000000000001,0.242,1,-17.205,1,0.16,0.855,0.96,0.114,0.461,78.024,101562,4
Levitate,0.762,0.35200000000000004,0,-12.867,1,0.049,0.845,0.629,0.10800000000000001,0.249,90.01799999999999,149333,4
Overtime,0.43200000000000005,0.318,1,-11.975,0,0.149,0.5379999999999999,0.304,0.32,0.0762,80.742,157037,4
But U,0.718,0.301,1,-12.280999999999999,0,0.141,0.311,0.8190000000000001,0.0932,0.821,83.98899999999999,162897,4
Surf Boogie,0.6729999999999999,0.5870000000000001,10,-6.806,0,0.0501,0.15,0.0841,0.127,0.569,89.986,130667,4
Cabin Crew,0.73,0.593,2,-7.428,1,0.0885,0.0513,0.753,0.0523,0.9470000000000001,78.928,172460,4
City Samba,0.409,0.41200000000000003,6,-12.822000000000001,1,0.0372,0.285,0.6990000000000001,0.127,0.41,88.009,180000,4
Louie,0.349,0.782,9,-10.465,0,0.0421,0.534,0.927,0.109,0.20600000000000002,159.376,156000,4
Deluxe,0.6709999999999999,0.41600000000000004,1,-13.514000000000001,0,0.0383,0.466,0.7759999999999999,0.1,0.557,87.993,81818,4
January 1st,0.5770000000000001,0.541,1,-8.309,0,0.28,0.0968,0.188,0.18100000000000002,0.41600000000000004,145.001,145655,4
Fresh Air,0.706,0.25,2,-10.895999999999999,1,0.0421,0.419,0.857,0.0891,0.38799999999999996,82.486,166331,4
Sadstory,0.742,0.5820000000000001,2,-5.537999999999999,0,0.0288,0.736,0.9279999999999999,0.10800000000000001,0.8440000000000001,150.111,156400,4
Summer Holidays,0.6709999999999999,0.583,10,-11.845,0,0.166,0.276,0.9179999999999999,0.861,0.753,79.939,102060,4
Waves in My Mind,0.866,0.43799999999999994,7,-10.552999999999999,0,0.105,0.36,0.7040000000000001,0.13,0.154,89.999,119292,4
Drippin,0.843,0.225,7,-14.427999999999999,0,0.10400000000000001,0.45399999999999996,0.0579,0.0634,0.513,159.954,168016,4
Mao,0.578,0.5,2,-9.705,1,0.0321,0.00533,0.109,0.0638,0.22,171.63299999999998,160798,4
Small Things,0.825,0.179,6,-12.632,1,0.153,0.49,0.35600000000000004,0.121,0.354,89.102,144270,4
Motorbikes in Sapa,0.584,0.45399999999999996,11,-7.763999999999999,1,0.0344,0.0192,0.00106,0.147,0.207,92.04,172289,4
Sense of Beauty,0.7490000000000001,0.368,10,-9.759,0,0.344,0.818,0.254,0.494,0.68,152.03,124762,4
Ardent,0.797,0.322,5,-8.772,1,0.0626,0.89,0.924,0.129,0.44299999999999995,86.02600000000001,169068,4
Dune,0.6920000000000001,0.413,10,-9.844,0,0.099,0.17300000000000001,0.894,0.175,0.483,84.988,160941,4
Set Sail,0.71,0.452,6,-10.261,1,0.0672,0.00644,0.726,0.11699999999999999,0.26899999999999996,84.99,169412,4
Intangible,0.648,0.331,9,-13.422,0,0.078,0.341,0.893,0.128,0.19,144.972,155000,4
Warm,0.7190000000000001,0.263,10,-14.562000000000001,0,0.654,0.6659999999999999,0.679,0.215,0.42,80.036,102023,4
Overtime,0.7879999999999999,0.337,5,-8.846,0,0.11,0.7929999999999999,0.8759999999999999,0.125,0.725,93.38799999999999,114433,4
Dear Mama,0.601,0.627,11,-8.987,1,0.0285,0.585,0.8009999999999999,0.10800000000000001,0.524,86.98,143506,4
Bronzes,0.677,0.5920000000000001,9,-7.982,0,0.0804,0.069,0.532,0.0804,0.264,176.076,172500,4
Pyjama élégant,0.755,0.322,7,-13.181,1,0.0312,0.0812,0.292,0.0397,0.17600000000000002,130.006,165231,4
Nice to Meet You,0.708,0.39399999999999996,9,-8.965,0,0.102,0.245,0.919,0.467,0.9329999999999999,180.17,181394,4
Morning Stroll,0.68,0.667,5,-9.726,1,0.252,0.172,0.861,0.147,0.621,164.08900000000003,164017,4
Night Shift,0.522,0.7020000000000001,6,-11.164000000000001,0,0.0653,0.40299999999999997,0.888,0.125,0.21899999999999997,94.867,124275,4
Slap!,0.748,0.43200000000000005,9,-10.481,0,0.0749,0.769,0.745,0.0891,0.755,92.066,156535,4
Coffee Time,0.579,0.312,6,-8.048,1,0.387,0.858,0.596,0.111,0.604,91.133,106667,4
Leaf Drop,0.6629999999999999,0.45899999999999996,1,-10.654000000000002,1,0.193,0.237,0.37200000000000005,0.294,0.33899999999999997,90.118,197333,4
En.,0.696,0.447,6,-8.876,0,0.0635,0.28300000000000003,0.524,0.161,0.6809999999999999,140.114,123723,4
Lucid Dream,0.6759999999999999,0.731,1,-9.113999999999999,0,0.281,0.207,0.10099999999999999,0.11599999999999999,0.231,91.98200000000001,115121,4
If Only,0.6579999999999999,0.6709999999999999,8,-8.959,0,0.0398,0.321,0.929,0.428,0.7859999999999999,93.01799999999999,123871,4
Why to Compare,0.541,0.2,5,-9.869,0,0.0487,0.15,0.0663,0.139,0.10099999999999999,135.032,170667,3
Letting Go,0.569,0.32799999999999996,5,-18.674,0,0.312,0.0888,0.0489,0.142,0.715,78.865,145820,4
Wherewithal,0.639,0.265,6,-17.125,1,0.061,0.88,0.6459999999999999,0.87,0.13699999999999998,82.021,159017,4
Handshakes & High 5s,0.503,0.693,1,-10.087,1,0.0427,0.0122,0.8640000000000001,0.0867,0.413,181.977,276923,4
Lowrider,0.462,0.46,2,-9.834,0,0.0713,0.54,0.8859999999999999,0.115,0.33799999999999997,179.69400000000002,165187,4
The Bus Window,0.467,0.188,5,-22.480999999999998,0,0.235,0.899,0.934,0.0869,0.5820000000000001,103.044,186408,4
Elsewhere,0.782,0.138,0,-14.708,1,0.251,0.8690000000000001,0.866,0.0756,0.565,85.14299999999999,115361,4
Slide,0.674,0.34299999999999997,1,-13.038,0,0.121,0.823,0.903,0.17800000000000002,0.363,171.829,140233,4
Sunny Groove,0.902,0.16699999999999998,0,-11.027999999999999,1,0.1,0.275,0.43200000000000005,0.0754,0.551,88.542,168136,4
Little Cloud,0.7959999999999999,0.603,1,-10.423,1,0.0766,0.40299999999999997,0.8690000000000001,0.107,0.0844,170.002,146904,4
Musings,0.75,0.154,2,-10.439,1,0.0656,0.715,0.92,0.106,0.239,80.017,72000,4
Under Stars,0.6940000000000001,0.494,7,-7.245,1,0.0653,0.128,0.946,0.11199999999999999,0.4,88.728,119324,4
